id,title,frequency,units,popularity
DENV708URN,"Unemployment Rate in Denver-Aurora-Lakewood, CO (MSA)",Monthly,Percent,25
WPU01830131,Producer Price Index by Commodity: Farm Products: Soybeans,Monthly,Index 1982=100,25
IRSTCI01USM156N,Interest Rates: Immediate Rates (< 24 Hours): Call Money/Interbank Rate: Total for United States,Monthly,Percent,25
KYURN,Unemployment Rate in Kentucky,Monthly,Percent,25
PCU33231233231212,"Producer Price Index by Industry: Fabricated Structural Metal Manufacturing: Fabricated Structural Iron and Steel for Commercial, Residential, Institutional, and Public Buildings",Monthly,Index Jun 2011=100,25
RUSCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Russia",Monthly,Index 2015=100,25
M13050USM156NNBR,"Yields on Municipal Bonds, Twenty Bond Average for United States",Monthly,Percent,25
ECBASSETS,Central Bank Assets for Euro Area (11-19 Countries) (DISCONTINUED),"Monthly, End of Month",Millions of Euros,25
WPU011,"Producer Price Index by Commodity: Farm Products: Fruits and Melons, Fresh/Dry Vegetables and Nuts",Monthly,Index 1982=100,25
WPU06790502,Producer Price Index by Commodity: Chemicals and Allied Products: Surfactants (Bulk Surface Active Agents),Monthly,Index Dec 1983=100,25
PCU332111332111,Producer Price Index by Industry: Iron and Steel Forging,Monthly,Index Dec 1983=100,25
PCU221221,Producer Price Index by Industry: Utilities,Monthly,Index Dec 2003=100,25
KORCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Korea",Monthly,Index 2015=100,25
CUUR0000SAF11,Consumer Price Index for All Urban Consumers: Food at Home in U.S. City Average,Monthly,Index 1982-1984=100,25
PCU327212327212B,"Producer Price Index by Industry: Other Pressed and Blown Glass and Glassware: Glass Fiber and Machine-Made Pressed and Blown Glass and Glassware, Made by Glass Producers",Monthly,Index Jun 2012=100,25
LNU01000000,Civilian Labor Force Level,Monthly,Thousands of Persons,24
LNU00024230,Population Level - 55 Yrs. & over,Monthly,Thousands of Persons,24
NDR60MCD,National Deposit Rates: 60-Month CD,Monthly,Percent,24
CUURA207SA0,"Consumer Price Index for All Urban Consumers: All Items in Chicago-Naperville-Elgin, IL-IN-WI (CBSA)",Monthly,Index 1982-1984=100,24
APUS23B74716,"Average Price: Gasoline, Unleaded Premium (Cost per Gallon/3.785 Liters) in Detroit-Warren-Dearborn, MI (CBSA)",Monthly,U.S. Dollars,24
PCU3211133211135,"Producer Price Index by Industry: Sawmills: Wood Chips, Excluding Field Chips",Monthly,Index Dec 1980=100,24
LAUTONSA,Motor Vehicle Retail Sales: Domestic and Foreign Autos,Monthly,Thousands of Units,24
PCU3327223327223199,"Producer Price Index by Industry: Bolt, Nut, Screw, Rivet, and Washer Manufacturing: Other Externally Threaded Metal Fasteners, Including Studs (Except Aircraft Types)",Monthly,Index Dec 1999=100,24
PCU3324313324311,Producer Price Index by Industry: Metal Can Manufacturing: Steel Cans and Tinware Products,Monthly,Index Jun 1981=100,24
WPUSI01102A,Producer Price Index by Commodity: Special Indexes: Apples,Monthly,Index Jun 2008=100,24
PCU3352233522,Producer Price Index by Industry: Major Household Appliance Manufacturing,Monthly,Index Dec 2003=100,24
WPU10150413,Producer Price Index by Commodity: Metals and Metal Products: Ductile Iron Castings (Excluding Pressure Pipe and Fittings),Monthly,Index Dec 2003=100,24
APUS49A72610,"Average Price: Electricity per Kilowatt-Hour in Los Angeles-Long Beach-Anaheim, CA (CBSA)",Monthly,U.S. Dollars,24
CUUR0000SS61031,Consumer Price Index for All Urban Consumers: Pet Food in U.S. City Average,Monthly,Index Dec 1997=100,24
APU0300714233,"Average Price: Beans, Dried, Any Type, All Sizes (Cost per Pound/453.6 Grams) in the South Census Region - Urban",Monthly,U.S. Dollars,24
CAORAN7URN,"Unemployment Rate in Orange County, CA",Monthly,Percent,24
IS231,Outbound Price Index (International Services): Air Freight,Monthly,Index 2000=100,24
PCU336411336411,Producer Price Index by Industry: Aircraft Manufacturing,Monthly,Index Dec 1985=100,24
USACP110000CTGYM,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Restaurants and Hotels for United States",Monthly,"Contribution to growth rate, over 1 year",24
TAMP312URN,"Unemployment Rate in Tampa-St. Petersburg-Clearwater, FL (MSA)",Monthly,Percent,24
CUUR0000SEMD,Consumer Price Index for All Urban Consumers: Hospital and Related Services in U.S. City Average,Monthly,Index 1982-1984=100,24
WPU0913,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Paper",Monthly,Index 1982=100,24
M04128USM350NNBR,"Consumer Price Index, All Items for United States",Monthly,Index 1957-1959=100,24
WPU10250239,Producer Price Index by Commodity: Metals and Metal Products: Copper and Copper Alloy Pipe and Tube,Monthly,Index Jun 2004=100,24
CANCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Canada",Monthly,Index 2015=100,24
PCU3261403261403,Producer Price Index by Industry: Polystyrene Foam Product Manufacturing: Building and Construction Polystyrene Foam Products,Monthly,Index Dec 2003=100,24
INTDSRIDM193N,"Interest Rates, Discount Rate for Indonesia",Monthly,Percent per Annum,24
WPU301301,Producer Price Index by Commodity: Transportation Services: Deep Sea Water Transportation of Freight,Monthly,Index Dec 2008=100,24
ACTLISCOU12099,"Housing Inventory: Active Listing Count in Palm Beach County, FL",Monthly,Level,24
IR3TTS01GBM156N,3-Month or 90-day Rates and Yields: Treasury Securities for the United Kingdom,Monthly,Percent,24
TY1MCD,Treasury Yield: 1-Month CD,Monthly,Percent,24
PCU5112105112105,"Producer Price Index by Industry: Software Publishers: Software Publishing, Except Games",Monthly,Index Jun 2006=100,24
PCU2123242123240,"Producer Price Index by Industry: Kaolin, Clay, and Ceramic and Refractory Minerals Mining: Kaolin and Ball Clay",Monthly,Index Jun 1984=100,24
M14060USM156NNBR,"Ratio of Reserves to Net Deposits, National Banks, Central Reserve Cities for United States",Monthly,Percent,24
WPU43110101,"Producer Price Index by Commodity: Real Estate Services (Partial): Office Buildings, Gross Rents",Monthly,Index Dec 2008=100,24
MYAGM1CNM189N,M1 for China,Monthly,National Currency,24
PCU33651033651054,"Producer Price Index by Industry: Railroad Rolling Stock Manufacturing: Railway Maintenance of Way Equipment and Parts, Parts for All Railcars, and Other Railway Vehicles",Monthly,Index Jun 1984=100,24
WPU13,Producer Price Index by Commodity: Nonmetallic Mineral Products,Monthly,Index 1982=100,24
CHNPRINTO01IXPYM,Production: Industry: Total Industry Excluding Construction for China,Monthly,Index same period previous year = 100,24
WPU06130301,Producer Price Index by Commodity: Chemicals and Allied Products: Natural Sodium Carbonate and Sulfate,Monthly,Index 1982=100,24
PCU3121123121120,Producer Price Index by Industry: Bottled Water Manufacturing: Bottled Water,Monthly,Index Dec 2000=100,24
WPU072205013,Producer Price Index by Commodity: Rubber and Plastic Products: Unlaminated Vinyl and Vinyl Copolymer Film and Sheet,Monthly,Index Dec 2011=100,24
PCU336120336120,Producer Price Index by Industry: Heavy Duty Truck Manufacturing,Monthly,Index Dec 2003=100,24
WPU0622,Producer Price Index by Commodity: Chemicals and Allied Products: Paint Materials,Monthly,Index 1982=100,24
BRDMNYAUM189N,Broad Money for Australia,Monthly,National Currency,24
FRBATLWGT3MMAWMHWGO,3-Month Moving Average of Weighted Median Hourly Wage Growth: Overall,Monthly,Percent Change from Year Ago,24
LNU01373395,Labor Force Participation Rate - Foreign Born,Monthly,Percent,24
INTDSRDEM193N,"Interest Rates, Discount Rate for Germany",Monthly,Percent per Annum,24
POLCPIALLMINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Poland",Monthly,Index 2015=100,24
WPU10170406,"Producer Price Index by Commodity: Metals and Metal Products: Hot Rolled Steel Bars, Plates, and Structural Shapes, Alloy",Monthly,Index Dec 2010=100,24
WPU122,Producer Price Index by Commodity: Furniture and Household Durables: Commercial Furniture,Monthly,Index 1982=100,24
PCU213112213112,Producer Price Index by Industry: Support Activities for Oil and Gas Operations,Monthly,Index Dec 1985=100,24
WPU131,Producer Price Index by Commodity: Nonmetallic Mineral Products: Glass,Monthly,Index 1982=100,24
PCU811310811310,Producer Price Index by Industry: Commercial Machinery Repair and Maintenance,Monthly,Index Jun 2006=100,24
JTU5100LDL,Layoffs and Discharges: Information,Monthly,Level in Thousands,24
WPU02890156,"Producer Price Index by Commodity: Processed Foods and Feeds: Table Salt (Evaporated), Pepper (White and Black), and Other Spices",Monthly,Index Jun 1991=100,24
T5YIFRM,"5-Year, 5-Year Forward Inflation Expectation Rate",Monthly,Percent,24
PCU3329913329911,"Producer Price Index by Industry: Ball and Roller Bearing Manufacturing: Ball Bearings, Complete, Unmounted",Monthly,Index Jun 1983=100,24
INTGSTJPM193N,"Interest Rates, Government Securities, Treasury Bills for Japan",Monthly,Percent per Annum,24
PCU22112222112243,Producer Price Index by Industry: Electric Power Distribution: Industrial Electric Power,Monthly,Index Dec 1990=100,24
HQMCB2YR,2-Year High Quality Market (HQM) Corporate Bond Spot Rate,Monthly,Percent,24
PCU3311103311107,"Producer Price Index by Industry: Iron and Steel Mills and Ferroalloy Manufacturing: Hot Rolled Steel Bars, Plates, and Structural Shapes",Monthly,Index Jun 1982=100,24
EXPJP,U.S. Exports of Goods by F.A.S. Basis to Japan,Monthly,Millions of Dollars,24
HQMCB40YR,40-Year High Quality Market (HQM) Corporate Bond Spot Rate,Monthly,Percent,24
PRMFGCON,Total Private Construction Spending: Manufacturing in the United States,Monthly,Millions of Dollars,24
PCU3113531135,Producer Price Index by Industry: Chocolate and Confectionery Manufacturing,Monthly,Index Dec 2011=100,23
USUKFXUKM,U.S. / U.K. Foreign Exchange Rate in the United Kingdom,Monthly,U.S. Dollars to One British Pound,23
CPGRLE01JPM657N,Consumer Price Index: OECD Groups: All Items Non-Food Non-Energy: Total for Japan,Monthly,Growth rate previous period,23
MEXCPALTT01CTGYM,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Mexico",Monthly,"Contribution to growth rate, over 1 year",23
DAUPNSA,Domestic Auto Production,Monthly,Thousands of Units,23
IPGMFN,Industrial Production: Manufacturing (NAICS),Monthly,Index 2017=100,23
IRLTLT01IEM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Ireland,Monthly,Percent,23
OILPRICE,Spot Oil Price: West Texas Intermediate (DISCONTINUED),Monthly,Dollars per Barrel,23
AZBPPRIV,New Private Housing Units Authorized by Building Permits for Arizona,Monthly,Units,23
APU0000712411,Average Price: Mushrooms (Cost per Pound/453.6 Grams) in U.S. City Average,Monthly,U.S. Dollars,23
PCU33723372,Producer Price Index by Industry: Office Furniture (Including Fixtures) Manufacturing,Monthly,Index Dec 2003=100,23
PBEEFUSDM,Global price of Beef,Monthly,U.S. Cents per Pound,23
IR14270,Import Price Index (End Use): Nonmonetary Gold,Monthly,Index 2000=100,23
IRLTLT01DKM156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Denmark,Monthly,Percent,23
COMPUTNSA,New Privately-Owned Housing Units Completed: Total Units,Monthly,Thousands of Units,23
WPU1321,"Producer Price Index by Commodity: Nonmetallic Mineral Products: Construction Sand, Gravel, and Crushed Stone",Monthly,Index 1982=100,23
LBSNSA01,Labor Force Participation Rate for Alabama,Monthly,Percent,23
WPU102501,Producer Price Index by Commodity: Metals and Metal Products: Aluminum Mill Shapes,Monthly,Index 1982=100,23
PCU2211102211104,Producer Price Index by Industry: Electric Power Generation: Utilities,Monthly,Index Dec 2003=100,23
HOSMEDUSMWM052N,Median Sales Price of Existing Homes in Midwest Census Region,Monthly,Dollars,23
WPU031502412,"Producer Price Index by Commodity: Textile Products and Apparel: Other Noncellulosic Organic Fibers, Including Polyamide, Polyolefin, and Producer-Textured",Monthly,Index Jun 2011=100,23
GASREGCOVM,US Regular Conventional Gas Price,Monthly,Dollars per Gallon,23
IR3TIB01CNM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for China,Monthly,Percent,23
PCU3261403261405,Producer Price Index by Industry: Polystyrene Foam Product Manufacturing: Consumer and Institutional Polystyrene Foam Products,Monthly,Index Dec 1982=100,23
PPICOR,Producer Price Index by Commodity: Final Demand: Final Demand Less Foods and Energy,Monthly,Index Apr 2010=100,23
WPU01220501,Producer Price Index by Commodity: Farm Products: Sorghum,Monthly,Index Dec 1991=100,23
TY6MCD,Treasury Yield: 6-Month CD,Monthly,Percent,23
APU0000703111,"Average Price: Ground Chuck, 100% Beef (Cost per Pound/453.6 Grams) in U.S. City Average",Monthly,U.S. Dollars,23
M1125AUSM343NNBR,"Index of All Common Stock Prices, Cowles Commission and Standard and Poor's Corporation for United States",Monthly,Index 1935-1939=100,23
TLMFGCON,Total Construction Spending: Manufacturing in the United States,Monthly,Millions of Dollars,23
LBSNSA06,Labor Force Participation Rate for California,Monthly,Percent,23
PCU3219113219117,"Producer Price Index by Industry: Wood Window and Door Manufacturing: Wood Panel, Flush, and Molded Face Doors, Interior and Exterior, Including Doors with Glazed Sections",Monthly,Index Jun 1983=100,23
APU000074717,Average Price: Automotive Diesel Fuel (Cost per Gallon/3.785 Liters) in U.S. City Average,Monthly,U.S. Dollars,23
RSAFSNA,Advance Retail Sales: Retail Trade and Food Services,Monthly,Millions of Dollars,23
MRTSSM7221USN,Retail Sales: Full Service Restaurants,Monthly,Millions of Dollars,23
PCUASHCASHC,Producer Price Index by Industry: Selected Health Care Industries,Monthly,Index Dec 2006=100,23
IR3TIB01CHM156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Interbank Rates: Total for Switzerland,Monthly,Percent,23
DISCBORR,Total Borrowings of Depository Institutions from the Federal Reserve excluding Term Auction Credit (DISCONTINUED),Monthly,Billions of Dollars,23
M0929BUSM155NNBR,"Number of Business Failures, All Commercial for United States",Monthly,Number,23
MEDLISPRI19100,"Housing Inventory: Median Listing Price in Dallas-Fort Worth-Arlington, TX (CBSA)",Monthly,U.S. Dollars,23
WPU091303223,"Producer Price Index by Commodity for Pulp, Paper, and Allied Products: Polypropylene/Polypropylene Multiweb Laminated Rolls and Sheets, for Flexible Packaging Uses",Monthly,Index Dec 2011=100,23
JACK212URN,"Unemployment Rate in Jacksonville, FL (MSA)",Monthly,Percent,23
CUURA316SEHA,"Consumer Price Index for All Urban Consumers: Rent of Primary Residence in Dallas-Fort Worth-Arlington, TX (CBSA)",Monthly,Index 1982-1984=100,23
EXPCH,U.S. Exports of Goods by F.A.S. Basis to Mainland China,Monthly,Millions of Dollars,23
PCU3252123252120,Producer Price Index by Industry: Synthetic Rubber Manufacturing: Synthetic Rubber (Vulcanizable Elastomers),Monthly,Index Jun 1981=100,23
WPU02230503,Producer Price Index by Commodity: Processed Foods and Feeds: Lobsters,Monthly,Index Dec 1991=100,23
WPU10260332,Producer Price Index by Commodity: Metals and Metal Products: Power Wire and Cable,Monthly,Index Jun 2004=100,23
CFSBCACTIVITYMFG,Chicago Fed Survey of Economic Conditions: Manufacturing Activity Index in Federal Reserve District 7: Chicago,Monthly,Index,23
WPU026301,"Producer Price Index by Commodity: Processed Foods and Feeds: Coffee (Whole Bean, Ground, and Instant)",Monthly,Index 1982=100,23
LNU04000006,Unemployment Rate - Black or African American,Monthly,Percent,23
WPU012202,Producer Price Index by Commodity: Farm Products: Corn,Monthly,Index 1982=100,23
WPU09150336,"Producer Price Index by Commodity: Pulp, Paper, and Allied Products: Folding Paperboard Boxes, Packaging, and Packaging Components",Monthly,Index Dec 2004=100,23
M10092USM144NNBR,Total Consumer Credit Outstanding for United States,"Monthly, End of Month",Millions of Dollars,23
PCU33633363,Producer Price Index by Industry: Motor Vehicle Parts Manufacturing,Monthly,Index Dec 2003=100,23
SPASTT01USM657N,Share Prices: All Shares/Broad: Total for United States,Monthly,Growth rate previous period,23
EPUFISCAL,Economic Policy Uncertainty Index: Categorical Index: Fiscal Policy (Taxes OR Spending),Monthly,Index,23
WPU02140907,"Producer Price Index by Commodity: Processed Foods and Feeds: Manufactured Starch, Made by Wet Milling",Monthly,Index Jun 1985=100,23
EXTAUS,Taiwan Dollars to U.S. Dollar Spot Exchange Rate,Monthly,Taiwan Dollars to One U.S. Dollar,23
CANCPALTT01CTGYM,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Canada",Monthly,"Contribution to growth rate, over 1 year",23
PCU21111221111213,Producer Price Index by Industry: Natural Gas Liquids Extraction: Butane,Monthly,Index Jun 1984=100,23
LNU02026628,"Multiple Jobholders, Primary and Secondary Jobs Both Part Time",Monthly,Thousands of Persons,23
